length	HN1-d365	HN1-d090	HN1-d180	HN1-BL	HN1-d049	HN1-d008	HN2-d365	HN2-d090	HN2-d049	HN2-d008	HN2-BL	HN3-d365	HN3-d090	HN3-d180	HN3-d049	HN3-d008	HN3-BL	HN4-d365	HN4-d090	HN4-d180	HN4-BL	HN4-d043	HN4-d008	HN5-d365	HN5-d090	HN5-d180	HN5-BL	HN5-d043	HN5-d008	HN6-d365	HN6-d090	HN6-d180	HN6-BL	HN6-d043	HN6-d008	HN7-d090	HN7-d180	HN7-BL	HN7-d043	HN7-d008	HV1	HV3	HV4	HV5	HV6	HV7	HV8	OMD1-d090	OMD1-d180	OMD1-d002	OMD1-d005	OMD4-d365	OMD4-d090	OMD4-d180	OMD4-BL	OMD4-d002	OMD4-d005	OMD5-d090	OMD5-d180	OMD5-BL	OMD5-d002	OMD5-d005	OMD6-d365	OMD6-d090	OMD6-d180	OMD6-BL	OMD6-d002	OMD6-d005	OMD7-d090	OMD7-d180	OMD7-BL	OMD7-d365	OMD7-d002	OMD8-d090	OMD8-d365	OMD8-d180	OMD8-BL	OMD8-d010	OMD8-d002	OMD9-d365	OMD9-d090	OMD9-d180	OMD9-BL	OMD9-d002	OMD9-d005	OMD1-BL	PV1	PV3	PV4	PV5	PV6	PV7	PV9
100	14393	27979	31097	19656	23644	18028	7044	20952	11195	8855	8172	22270	23750	15019	9441	11313	14247	8623	29150	16244	6571	14850	18311	26258	23867	33139	15598	61079	38408	6392	14036	23959	13842	7628	14645	26107	5538	10336	30044	26117	13334	11753	11170	16380	13013	16098	18228	13757	19471	11863	21496	6721	19459	31327	13919	10840	10641	17847	16730	18859	6209	4931	18933	18826	10158	16744	15582	29553	12052	9962	34452	7108	23570	13475	26227	11893	20468	29779	20004	16055	18650	15505	15875	4914	15541	16392	8692	85429	20580	8357	11358	20272	36704
101	14810	28607	30627	20771	24722	18927	7280	21254	11482	8834	8645	23107	24208	15605	9861	11883	15201	9030	30771	17725	7046	15299	18517	27050	24213	36785	16448	60904	38533	6691	14594	25197	14530	7857	15015	27153	5504	10269	31439	27202	14038	11921	11575	16902	13445	16246	18612	13893	19880	12709	22632	6935	22870	31947	14721	11291	10681	19058	17691	19738	6423	5324	19570	19353	10761	17330	15932	31166	12557	9997	36813	7284	24048	14002	26210	12117	21251	30871	20052	19024	19891	15926	15935	5198	15740	17232	8950	90555	21539	8716	11837	20647	37747
102	14805	29124	34437	21423	25889	19616	7646	21348	11562	9069	8619	23572	26283	15664	10250	12342	15984	9124	30608	18701	7301	15680	18912	26528	24281	37846	16686	59900	39340	6745	14556	25026	14510	7777	15380	28022	5461	10663	32112	27993	14161	12311	11709	16826	13984	16855	18486	14368	20394	12968	22631	7100	23192	34123	14562	11659	10777	19151	17119	20309	6325	5200	19630	19626	10595	17773	16525	31813	12816	10544	37609	7276	24470	13719	26742	12554	21936	30678	20158	19189	20243	16179	16500	5374	16293	17455	9201	93720	21850	8918	12414	20822	39104
103	14152	29130	34367	21181	25893	19866	7281	20986	11841	9344	8778	22999	26110	15505	10605	12114	15993	8897	29842	17835	7332	15720	18984	25467	23991	38018	16939	59247	39249	6625	14139	24032	14207	7903	14675	27592	5513	10673	31086	27687	14392	11974	12070	16931	13687	16714	18569	14052	20168	13046	22318	6924	22399	33337	14459	11547	10893	18714	16248	19495	6216	5605	19185	19113	10923	18029	16276	31431	12445	10394	36721	7085	24536	13407	26133	12738	21711	30323	20289	18609	19444	16227	16587	5223	16696	17086	9194	91557	21567	8774	11995	21004	39095
104	13852	28284	33041	20590	25459	19155	7099	20444	11700	9201	8554	21818	24973	14455	10367	11587	15529	8397	28493	17085	7202	15256	18667	24104	23538	36770	16497	56942	38561	6093	12993	22182	12968	7507	14219	26431	5516	10514	29133	26560	14098	11867	11846	16539	13209	16579	18964	14075	19657	12421	21290	6802	20948	30194	14270	11148	10837	17920	15051	18859	6077	5131	17567	18214	11243	17372	15670	29874	12194	9437	35388	6910	23888	12789	24437	12204	20804	29005	19839	17780	18718	16129	16667	5080	16076	16448	8943	87576	21276	8684	12635	20728	39010
105	13244	28038	32191	20097	25595	18677	6574	20405	11581	9474	8392	21039	24693	14204	10615	11974	15095	8171	27101	17970	7019	15514	18827	23160	23078	35189	15897	58132	39478	5922	12838	20884	12851	7379	14378	26249	5669	10350	28823	26245	13585	11565	11586	16594	13127	16235	18431	13849	19138	12396	21147	6590	20546	30372	14337	11040	10350	16809	14280	18028	5777	5342	16978	17726	11087	17253	15264	29163	11847	10509	34866	6677	23799	12780	23705	12380	19987	28702	19156	17783	18078	16353	16876	5125	16014	16596	8862	86308	20616	8660	12479	21068	40111
106	14174	29850	33341	21230	27024	20048	6952	21211	12162	9830	9098	22006	26119	15094	11392	12636	16170	8530	27753	17101	7856	16113	19182	24383	23296	39697	16850	59882	42042	6293	13532	21520	13583	7676	14686	27220	5640	11044	29635	27262	13854	12001	12288	17128	13748	17088	19135	14464	20172	13054	21817	6805	21545	33289	15000	11800	10994	17603	14276	18271	5918	5267	17863	18191	11532	18121	16115	30550	12216	11514	37209	6988	25147	13900	24721	13485	20938	29779	19953	18745	18701	17263	17694	5470	16792	17348	9108	88977	21224	8970	13404	22487	42072
107	14874	31805	35368	22812	28846	20646	7525	22548	13014	10254	9826	26645	28675	16258	12339	13490	17496	9076	29697	19641	8455	17140	20450	25398	27775	42646	18242	64321	44494	6323	14282	23067	14257	8221	15672	28668	5771	11236	31343	28680	14988	12659	13108	18201	14525	18297	20135	15313	21499	13863	23567	7079	22918	35400	15960	12691	11630	18745	15222	19555	6090	5614	18639	19452	12062	19135	17029	32825	13322	12005	39637	7531	26411	16376	25544	13915	22381	31876	21053	19107	20179	18378	18276	5556	17745	18328	9629	91661	22347	9403	15244	23394	43917
108	15080	33317	36016	24169	30107	22525	8028	23853	13842	11159	10451	28267	29673	16814	12952	14753	18544	9963	31581	19113	9142	18137	21756	26656	29345	45073	19171	69040	46236	7158	15359	24924	15352	8783	16863	30834	5926	11958	33564	30857	15726	13334	13740	19304	15377	19364	21161	16371	22918	14685	25126	7418	24275	37293	17185	13502	12281	20646	16542	21568	6391	6109	20091	20547	12159	20616	18364	34577	13929	12753	42411	7947	27361	17138	26903	14841	23877	33581	22028	19640	20921	19374	19814	6140	18747	19328	10472	93435	25979	9853	16373	24470	45280
109	16521	35136	37852	26116	31323	24067	9273	25950	14921	11910	11238	29373	32046	17407	13605	16285	20569	10980	34951	20643	10064	18965	22709	29028	30222	49340	20800	67631	46929	7742	16742	28128	16813	9461	17867	33086	6277	12685	36950	33124	17519	14692	14906	20492	16506	20290	22479	17913	25245	15921	27051	7776	27129	39223	18651	14751	13075	23200	18522	24385	7110	6651	22214	23079	13443	22167	19555	37747	15289	13335	45517	8719	29307	18288	29670	16176	25676	36682	23785	20412	22748	21307	20484	6453	19844	20833	11478	91696	28727	10625	17305	26070	46377
110	17943	37665	39989	29059	33560	26964	10791	27798	16849	13444	12283	31718	34958	18935	14624	18059	23527	12707	40069	22647	11420	19945	24282	32440	32476	56227	22736	67880	49279	8630	19046	33422	19228	10424	19372	36721	6682	13194	41376	36795	19541	15853	16182	22091	18039	21203	24966	19575	27834	18017	30099	8621	30943	43422	20836	16416	14312	26592	21414	28030	7836	7399	25336	26067	14624	24012	22005	41599	16733	14707	50427	9587	31379	20380	32979	18255	28601	39785	24860	21174	24673	23722	22245	6976	21827	22677	12030	93314	32181	11846	19189	27151	47969
111	18767	40414	41634	31568	35131	29220	11868	29515	18212	14332	12828	33825	37334	20314	15637	19678	25753	14423	43878	24113	12629	21282	25907	34617	34096	61253	24638	69915	50765	9373	21049	37475	21040	11051	20353	39227	6860	13905	45654	39242	21592	17094	17221	23487	19315	22556	26773	19837	29571	19144	32505	8909	33836	45967	22333	17965	15027	29637	23385	31504	7996	7701	28041	28543	15733	25448	23262	44196	18125	15848	53512	10565	32483	22259	35605	19483	30538	42750	25636	22470	26097	25743	23010	7303	23106	24531	12891	93701	36070	12447	20944	28562	48396
112	18124	39481	40267	31588	34071	29432	12298	29279	18694	14732	13018	33462	37161	19876	15847	19816	26155	14566	44434	24715	12832	20800	25805	34393	34740	61815	24419	66243	50137	9728	21315	37680	21179	11091	19990	39101	6947	13783	45804	39040	22103	17214	17548	23471	19576	22066	26841	20173	29297	19640	32192	9201	33562	44669	22461	17657	14614	30092	23381	31503	8136	8099	28109	28584	15663	25277	23289	43460	18291	15918	52209	10527	31838	22255	35970	20721	30116	41763	25175	21700	26102	26199	22606	7134	22867	24546	12915	90406	35501	13083	21089	29090	48520
113	16469	35498	36805	28256	30906	26706	11057	26599	17125	13923	12132	29913	32868	17895	14538	17981	23758	12795	40194	22379	11960	18969	23777	31058	30901	55507	22634	60036	45819	9054	19377	33686	19335	10358	18472	35703	6295	12721	40799	35687	19778	15715	16202	21138	18045	20272	24492	18502	26354	18314	29768	8342	29605	39518	20226	16125	13145	26951	20719	28335	7304	7418	25015	25287	14174	22890	20980	38850	16432	14570	47799	9393	29059	19778	31475	18328	27302	38347	22792	19297	23544	24156	20629	6505	20647	22680	12317	82455	31837	11903	19429	27022	46815
114	15024	33128	33720	26250	29566	25244	10079	24955	16332	13238	11843	27376	31141	16663	13988	17177	22120	11638	36550	22188	11256	18936	22566	28277	29428	51107	21282	56266	43777	8685	17488	30303	17497	9541	17509	33209	6309	12075	36997	33300	18900	15033	15462	20636	17491	19273	23438	17882	24745	17911	28382	7761	27001	35385	18870	15162	12830	24727	19204	25786	7002	7254	22357	23016	13136	21565	19608	36539	14998	13701	45087	8974	27545	18247	28970	17206	25839	35221	21782	17970	21541	23653	19551	6235	19805	21428	12088	77088	28974	11669	17889	25847	46012
115	14797	32760	34139	26244	29708	25837	10270	24817	16719	13689	11849	27026	30063	16793	14099	17200	22326	11837	36301	21375	11391	19219	22571	27925	29297	51856	21553	54588	42804	8721	17729	30258	17684	9364	17693	33051	6300	12094	36766	33110	18662	15174	15396	20087	17397	19547	23378	17711	24612	18058	28352	7794	26724	35767	18693	15666	12870	24561	18774	26034	7109	7406	22296	23090	13433	21568	19210	36078	15182	13530	44884	9047	27571	18760	28136	17905	25364	34836	21134	18121	21204	23702	19814	6250	19655	21550	12085	76592	28558	11599	18299	26686	45716
116	15716	34546	35347	28721	31847	27747	10544	26175	17697	14390	12808	28650	31785	17259	14963	18446	24246	12982	38853	23780	12227	20149	23663	28989	31481	55633	22606	58153	45468	9057	18657	32060	18647	9981	18427	34484	6353	12413	40063	34411	20020	16006	16782	21487	18616	20384	25063	18836	25886	19134	29857	8347	28580	37506	20344	16669	13195	25727	19565	26801	7086	7969	23330	24570	14431	23012	20643	37977	16317	14909	47472	9453	28737	19746	29542	19177	26258	35919	22150	19290	22940	25711	20608	6741	21013	22791	12574	80373	30127	12457	20149	28344	48013
117	16859	37836	38201	31828	34554	30346	11488	27838	19715	15849	13698	30828	34290	18521	16698	20381	26772	14121	41659	24077	13622	21553	25605	30705	34295	60715	24562	61896	49051	9603	20317	34438	20338	10959	19710	36693	6724	13170	43437	36597	21700	16580	17925	23243	19684	21700	27294	20401	28199	20736	32290	9315	31781	40718	22307	18223	14448	27735	21445	28880	7389	8239	25627	26972	15392	25004	22196	40478	17575	15578	51440	10264	31269	21490	31894	20272	28393	38644	23031	20064	24739	28296	22347	7236	22626	24662	13599	85139	32489	13282	22264	30959	51308
118	18334	40845	40887	34727	36256	33393	13122	30620	22172	17326	15018	34345	37348	20319	18044	22716	29610	15913	46032	27141	15557	22983	28013	34020	36941	67506	26188	65644	52268	11176	22397	39587	22306	11442	21141	39281	7236	14061	47980	39284	23988	18159	19985	24909	22338	23555	29947	22121	30648	22758	34905	9895	35222	44017	24625	20153	15098	31367	23854	32236	7943	8881	28510	29944	16773	27216	23929	44093	19355	17485	55612	11508	33346	23871	35173	22428	30464	41717	25004	21707	26578	31445	23467	7885	24338	27466	14800	87325	36491	14720	24457	33244	54429
119	20311	45485	44077	39614	39134	38268	15410	33937	24830	20046	17379	38269	41082	22398	19797	25659	33398	18903	55077	30958	17839	25340	30361	38811	42147	78250	30077	69349	56871	13033	26001	46740	26125	13083	23060	43845	8009	14973	54812	43698	28277	20633	22359	28197	24842	25770	33742	24501	34179	26053	39544	10948	40445	49137	27784	22898	17167	36900	27822	37831	8903	10204	32902	34174	19208	29854	27190	48314	21176	19423	62441	12903	35911	27173	41011	27107	34536	46883	26399	23497	30179	35964	25582	8647	27072	30929	16482	87446	41939	16802	27733	35842	58072
120	24990	53417	51729	48435	45190	46323	19106	39654	30012	24475	20500	45729	48346	26795	22760	31930	40505	23858	68318	38496	22468	29748	34813	47227	50690	99485	35655	79387	65346	16165	31744	60161	31808	14877	25640	51666	9591	17242	68557	51721	34093	24259	26290	33619	29961	29484	41305	27928	40273	32001	46984	12837	50564	58203	32669	27504	19966	44994	34581	45888	10773	11847	41253	42164	23085	35100	32181	55758	25759	23313	72746	15778	40426	33410	50986	33556	40858	55388	28877	27327	35732	44807	28803	9943	31489	37261	19439	91350	51156	20610	33941	40328	62184
121	32191	66312	63516	62965	54454	61170	25078	47863	38629	31637	25755	58175	59174	33717	27780	41463	51920	31376	89227	46722	28916	35006	41306	60952	67054	134069	44336	94165	79118	20542	40498	79009	40683	17229	29117	65065	10705	19726	91111	65060	42697	28537	33164	41492	37008	35231	53182	33435	48598	40062	58353	15858	66795	72741	40741	34649	23221	56276	45014	57759	11481	13981	52925	55172	30121	42189	38792	68363	32488	29514	88032	20396	47561	44075	65894	43947	49697	67759	31253	34118	44613	57542	33482	12200	37811	45282	22249	99291	66036	26538	43320	47657	69842
122	37685	76395	73768	76690	63877	73893	30016	54694	45683	38782	30607	70174	67867	39074	32381	50600	61554	38093	106167	55310	34480	40282	46427	71641	81858	164251	51593	108592	91334	24455	47236	95840	47363	19108	32084	76359	12297	21752	112828	76323	50377	32439	38622	48876	42480	39612	63323	38466	56508	47821	67162	18886	79933	86160	47559	40665	26161	65380	53011	66783	12824	16046	62541	66347	36258	48444	45110	79086	38382	34503	101247	24311	54152	52824	79004	54070	57911	77581	34177	40599	53254	69484	36875	14050	43414	53174	25711	105362	78647	32002	52505	53200	77505
123	37444	75689	73023	76677	64245	74347	30587	54500	46898	39566	30800	70608	66781	38833	32899	51504	61992	37711	105705	55492	34881	40532	46516	71350	82097	164688	51451	106698	91396	25031	46836	95932	46837	19012	32229	76278	12387	21968	115231	76260	49984	32671	39498	48676	42966	39155	64255	38345	55549	48351	67125	18553	79209	84692	46926	40682	25654	64743	53661	66448	12684	16646	62161	65951	35607	48517	45070	77717	39085	35902	101286	24153	53459	51656	80158	53963	57368	75807	33186	40968	53501	71378	36788	13841	42771	53667	26406	103497	79055	32323	52758	53436	79614
124	30536	61936	61747	63591	54298	62290	25181	45971	40953	33863	25965	58899	54570	32899	28794	42054	52936	31091	86892	47743	28979	35737	40408	58286	70319	135414	43325	89437	77300	21175	40123	79154	40086	16061	28116	63571	11251	19087	94505	63466	43704	28548	34608	41965	36971	34411	55286	33349	46254	42515	57819	16119	64947	70169	39586	34269	22255	54102	44731	56425	11437	14778	51001	54424	30427	41546	37905	65654	33103	31426	86282	20657	46294	43820	66600	46690	48878	63318	28503	34817	45903	61609	31325	11892	36968	46564	24389	94497	64658	27845	44334	48835	75278
125	24867	52417	52968	53082	46680	53814	20775	39230	35362	28730	22566	48864	46116	28573	25930	35111	45618	26133	72537	45088	24759	31536	35914	48774	59744	113041	37598	77123	66769	18078	34911	65665	35038	13947	25330	51708	9988	16594	79176	51585	38231	25167	31182	37196	33972	30669	48131	29815	39070	37263	50687	14519	54535	58965	33975	29585	19466	46434	37851	46884	10327	13652	42754	45731	26391	35941	32401	55683	28190	28221	75326	17814	40910	38118	54365	39507	41835	53861	25728	30438	39794	54744	27884	10428	32220	41142	22811	90873	53573	24543	38150	45181	72824
126	24153	50805	51907	52062	47198	53033	19556	37971	35759	28151	22059	47486	44143	28105	26233	33630	45123	24918	70340	44486	24465	31954	35810	47211	60094	111509	37639	76304	66499	17697	34408	62842	34289	13550	24685	49208	10006	16521	77234	49133	38099	25281	30842	37339	34184	30612	47976	29622	37980	37561	49867	14765	53349	58536	33819	29176	19572	44559	36619	46031	10195	13105	41911	44421	25613	35479	31729	54232	28189	28654	74725	17643	40565	38283	52658	39494	41062	52358	24916	30152	38475	55975	27559	9972	31486	40377	23091	93797	52171	24798	38419	46262	76574
127	25887	54455	57605	57785	52161	58871	21796	40340	39525	30950	24259	52058	47573	30792	28722	37217	50126	27851	77564	48642	27504	34885	38611	51553	67587	123671	40857	81331	72427	19428	37479	68509	37444	14445	26602	52027	10858	17930	85101	52041	41667	26971	34044	40616	37562	32802	53018	31964	40716	41331	54551	16329	59146	64022	37167	32078	20994	48300	39938	50084	11023	14262	45171	48509	28512	38546	34459	59652	31009	32320	81907	18887	44085	42519	57292	43788	44223	55569	25999	33302	43151	62707	29596	10913	34418	43512	25822	103207	56721	27910	42791	51047	83555
128	29636	61164	65446	66565	60200	68554	24428	45073	45049	34414	27193	59321	53154	35085	33048	42789	57655	31899	87598	56761	31108	39083	43030	57794	78857	143486	46524	93042	80260	21855	42108	78832	42055	15490	28957	57597	12304	19454	98661	57685	47758	30546	37926	45543	42651	36892	60894	36013	45209	46296	60887	18834	67930	73293	41963	37144	23697	53696	45858	56515	12048	15990	51458	56116	33455	43727	39011	66580	35010	37287	91939	21545	49786	48864	65107	50812	49062	61414	27897	38653	48360	72403	33052	12606	38700	49425	29163	114006	65735	32257	49452	56634	93315
129	35006	71628	76347	80429	70624	80795	28127	51484	52867	40354	32041	71044	61579	41584	38926	50381	68500	37483	103657	65568	37445	45548	49538	68443	93657	170728	54132	104551	94340	25123	49317	92481	49358	17673	32321	65941	14138	22565	116437	65949	55394	35053	44099	53516	49501	42479	71285	41340	52133	53786	69755	22144	79861	86456	49324	43389	27244	62106	53584	65291	13763	18372	60757	65604	39283	51067	45670	77621	41415	44110	106129	25500	56147	57327	76724	59487	58007	70481	31211	45827	56659	86129	38065	14354	44965	57669	33506	124502	77803	38543	58418	64074	105034
130	44671	89253	96108	102678	89485	101944	34473	62401	66119	50912	39902	90563	73637	50791	48176	64724	86922	47077	129097	84093	47304	55006	60613	86411	117765	219812	66993	125017	117712	31029	60412	117183	60502	20854	37961	80826	17172	27103	148552	80902	68488	41892	55346	66764	61501	51398	90169	50221	64152	66404	85576	27486	101459	108527	62355	54691	33913	75092	67383	79598	16058	22421	74530	82801	49691	62592	56255	94876	51985	55704	129023	31355	68307	71044	97351	76379	70982	85786	35882	57655	70153	107684	45542	17933	55114	71044	39439	139538	99307	48330	72868	74872	120162
131	61191	117142	128553	140045	117169	136674	45521	79318	86037	67528	53932	121421	94634	65803	61464	87738	114446	64193	171718	112499	63738	70289	77408	113746	161434	295270	88418	160094	156020	40546	77305	154334	77363	25292	45749	103808	22617	34749	199250	103844	88380	52618	71631	87968	80066	66241	121260	64357	82246	87020	109326	36199	135504	143585	81394	72686	43130	95147	87096	102302	20218	28094	97115	110200	66479	81636	73635	123070	67275	74606	165776	41448	86683	93723	132774	100454	91248	110357	42948	76752	93022	143040	56727	23352	70427	92400	48921	163134	133023	64567	96726	91626	143898
132	84249	160742	178531	198225	159027	188984	61627	107327	117577	94178	75463	167426	125087	87110	84053	124396	155365	88118	233786	154403	87924	95808	102313	155618	227838	410821	120650	210502	218860	54546	104461	212734	104642	32331	57824	140734	29148	46078	274901	140761	118388	69054	96461	120158	107946	88118	167391	86014	111794	116487	144566	50457	187910	196741	111191	100473	57877	125068	118136	134984	24815	36312	130819	150979	91502	111158	99258	165677	91159	102284	221176	56429	117145	126383	186551	139099	122582	147326	53111	106659	127801	195189	73803	31434	94122	125795	62747	195591	184990	86086	132546	116088	178088
133	109616	207065	233499	256114	201292	244878	77163	136890	152170	123553	99490	219714	156908	110631	108307	163020	198313	113083	300451	204642	113178	120784	130103	198761	301509	537927	154689	264483	288877	69692	132194	273790	132290	39827	71329	181074	35783	58085	355223	180912	148151	86326	122962	154526	137676	112081	216876	108280	140487	148881	181525	64834	242338	253700	142675	129422	74116	158001	151760	169761	30194	45018	164796	192565	119083	142567	126488	211785	117868	134350	276452	72286	149437	161750	244571	181489	155305	186400	63313	138989	164671	253095	91082	39541	118822	161930	78117	227758	241475	109083	171385	145125	215104
134	117405	221277	256575	277041	217670	264811	82366	145884	169179	135257	107436	239436	166590	119335	118234	177358	216613	121537	323537	227630	122410	132413	140223	213310	332485	586093	169113	285029	315808	75988	141652	295828	141568	41699	75787	193150	39593	61688	387110	193343	163237	93918	135593	170531	151548	123553	240973	116868	150539	163799	195166	70693	260087	274341	155143	140785	80890	170426	165372	182215	32803	48771	176927	208217	129973	154643	136520	228601	127322	148721	299149	78505	163279	176142	266439	199758	167903	198753	67975	154229	180296	278846	98178	42964	127848	176675	86819	242494	262339	118828	187748	157593	238862
135	104198	200442	240237	250475	203206	243185	75282	133846	161193	123599	99269	219405	152917	111648	113242	160542	200246	110320	292875	216867	113005	127626	130911	194457	314302	544274	157415	269081	293218	70476	130489	269657	130469	38685	71244	174685	38122	58356	357233	174688	156976	90383	132126	165187	147968	118205	233328	109279	136830	157030	183396	67453	238807	255176	144074	129702	75756	157417	151435	166393	31093	46324	160990	191144	122917	143549	125448	211320	118079	142321	277330	71768	153442	167682	244421	188209	156337	182717	63482	147642	166769	269825	94041	39380	119562	168436	86406	244869	241313	113151	177914	153716	248743
136	93514	182730	220291	224253	191832	219867	66791	122791	151838	110824	89598	200196	143024	104193	108238	144733	186546	100470	267438	205373	105491	118838	122440	178161	292593	505689	148299	257310	267279	64502	117910	242321	117829	35868	65341	156030	36547	55279	323716	155965	152054	87472	129798	161502	145736	114761	224136	101275	124551	149700	170740	63269	220253	237613	134529	121217	70856	143170	136220	148165	28670	41543	146357	174624	113420	133040	113944	191825	108519	133298	254352	66280	142900	159295	219159	179876	141790	164459	60611	140212	152498	261871	88742	36472	113089	159140	84596	251707	220083	108312	171044	149618	255679
137	98506	199474	236114	239816	209472	231910	68513	128975	163875	116061	96883	213015	157779	111010	119077	155807	202178	107529	281430	222944	115963	127547	131989	189018	318646	551717	159379	286499	286942	67096	121975	252008	121992	37614	67819	163798	41203	58625	337613	164077	160122	93720	140968	175518	159344	125222	242198	107589	129894	158270	177467	67180	234959	258247	146162	130697	77191	147394	142217	150570	30141	44148	153820	187332	123424	143295	121349	200226	115327	141459	268372	70274	151363	175471	228837	198735	148071	173335	65281	151649	161091	286470	97856	40081	123491	167051	90821	278906	234141	115523	192017	162124	280051
138	121587	248504	291699	295087	257177	280930	80781	155649	196913	138754	120854	259093	195593	132555	145720	195101	245412	130121	337536	273430	144465	156054	160956	227718	390372	678892	194785	351362	358145	79027	143408	299881	143557	44911	78878	198723	49665	71494	401906	198857	185770	109600	164448	209361	190354	148845	287522	130080	156052	182611	206158	80764	284444	315334	179035	159847	94478	173512	164900	174701	35228	50770	181604	226219	151365	176507	144957	237612	138935	167950	319244	84533	181056	214728	277750	247741	175664	208313	78732	185939	191415	346448	118700	48194	155194	194456	104544	320641	286679	136208	240717	191586	322070
139	156559	324059	376500	379538	327252	358046	101594	200790	248611	180409	161445	334063	247553	165423	185413	258762	311124	167144	430604	355765	187546	198480	206944	294831	502578	871862	247542	437499	471147	98622	179925	381825	179806	56695	98813	256673	62352	91674	508470	256515	225339	134928	200838	259277	235356	185632	355553	167384	202470	218641	252980	102214	362094	405740	230327	205984	122563	217307	206920	219362	44096	64032	227763	287903	196403	224906	184347	300688	175874	213857	397136	107556	229300	270513	362220	321796	222551	267153	99176	241731	242908	440517	149796	62730	198552	242280	126156	375264	376490	165755	311896	235180	373354
140	204616	416762	485444	492219	414916	455958	128711	256813	310594	236443	212975	427751	310132	208013	231788	340224	394509	213396	546793	457815	242152	250159	267060	386954	639153	1100393	315779	528696	609469	124248	228179	493632	228093	72304	124238	328370	77597	115106	643330	328077	273503	166990	246646	321463	286776	232237	445599	217259	260968	270193	314435	129766	461288	518159	295457	266566	157123	271945	264715	279667	55614	81350	281427	367741	250333	289059	236275	380087	223055	271567	499383	136953	289661	332849	477750	410300	286280	345965	124262	313183	309082	549635	186067	80158	248011	303509	153959	425828	490813	203374	394300	285503	424956
141	243654	497430	583559	594027	490860	542525	153244	311700	370175	287811	260110	519471	364765	243573	277405	417479	468137	250887	641309	547057	292166	299763	321126	464012	760950	1303317	372798	596343	748852	145513	271484	594865	271813	87187	149311	399335	89695	139634	756827	398969	319808	196686	287547	378994	335499	276465	527839	262427	320119	317507	371974	154559	546722	622907	351986	320999	189141	321526	318484	336450	65531	98511	331716	433710	299345	346625	282316	453252	263122	324776	586452	161432	343858	392107	579120	483138	344167	417710	147799	376639	368147	645605	218494	96924	296388	362584	182650	475684	597301	232699	465453	330063	473030
142	268876	543311	639708	649499	532618	591984	166942	342857	407250	318062	287521	569180	398553	268807	303612	459876	516015	272496	696982	603325	317664	328461	356977	507569	826089	1408906	410615	648791	819514	163223	299352	654723	299225	94487	163370	432755	97675	154648	822263	433046	352060	217516	315379	416317	366685	304428	578411	293256	354290	348741	409389	174280	596869	684015	388726	355150	210056	357449	353280	364736	72464	109762	355166	470258	326828	380431	308841	502605	287264	352457	636790	174580	377118	422885	640743	527143	379736	456373	160323	409308	407686	701600	234960	106030	322814	401509	207099	524902	652341	253271	507087	362772	520913
143	272225	557815	681940	669743	552381	607675	171180	357834	432555	329937	301273	608944	412186	280451	322141	482578	539887	277483	715228	658846	332757	347344	371624	521788	871997	1475278	425668	654689	855974	169401	311925	680905	311796	98603	172033	443218	103399	160448	839443	443261	375293	232813	338387	445840	393565	327312	616891	308130	371097	370590	431871	181110	613194	727232	406014	372319	221961	373000	368685	378265	77725	113402	363465	484664	346308	398231	321254	522451	296830	385890	659705	179470	394705	446636	662014	560675	393170	476293	169492	434627	423380	740553	244305	110964	332516	427881	225978	565573	683590	265494	541494	380686	564822
144	279732	583439	720671	699314	578490	632278	178271	381105	462923	346188	318617	638700	430463	292750	345451	507531	566125	285273	739646	698380	348675	374703	395945	547375	915773	1530870	445717	674416	908091	177410	329580	714472	329330	105467	184949	466289	113434	174548	865872	466723	404678	249543	364610	480811	426417	354744	663301	328466	397136	400337	461587	190091	633526	767847	428533	392155	238618	392758	388617	401353	86648	120716	381739	503713	366668	423704	335915	547361	310136	404582	691055	186939	415339	467260	693171	584182	414761	506160	185661	458723	441122	786765	260843	117305	351707	462236	250408	612061	713935	279847	575119	404977	628208
145	293836	623623	758187	725623	613054	658592	185717	407900	492261	365484	338073	665908	466063	310739	370340	530553	598052	300392	778680	731506	367964	400212	427899	586997	961267	1591108	473928	735354	952688	192445	350712	763076	350815	113079	195759	484345	122327	187680	906164	484476	438506	269289	396001	517940	461569	387049	713712	351990	424819	433973	492829	201912	666125	811004	457914	417309	259806	421494	420003	420942	94179	132658	395110	531457	387856	454153	357121	586196	328632	426759	728760	197194	445607	490501	740807	616186	442173	546179	206233	488109	469354	847937	280842	125479	379822	496700	277428	647960	749605	299609	612282	438604	705642
146	292601	640583	790172	730567	630262	664597	190878	422878	516329	371234	350442	688797	487347	317099	393208	541451	607958	302281	792865	790406	381971	420200	442284	604673	1010554	1654181	487581	762731	977703	198493	361207	780947	361005	118583	201716	491488	131767	194664	913280	491553	462060	284718	422021	552066	491396	414322	754922	364619	440229	460187	514247	204282	676607	845735	474572	430584	270658	432152	431633	430443	101487	136966	402443	543475	410148	471548	366545	604790	337684	459880	754420	200421	463138	515075	752893	660147	452214	571682	224056	520538	481537	906535	297398	131808	398515	527232	299843	683242	773114	310133	650823	460853	774208
