length	HN1-d365	HN1-d090	HN1-d180	HN1-BL	HN1-d049	HN1-d008	HN2-d365	HN2-d090	HN2-d049	HN2-d008	HN2-BL	HN3-d365	HN3-d090	HN3-d180	HN3-d049	HN3-d008	HN3-BL	HN4-d365	HN4-d090	HN4-d180	HN4-BL	HN4-d043	HN4-d008	HN5-d365	HN5-d090	HN5-d180	HN5-BL	HN5-d043	HN5-d008	HN6-d365	HN6-d090	HN6-d180	HN6-BL	HN6-d043	HN6-d008	HN7-d090	HN7-d180	HN7-BL	HN7-d043	HN7-d008	HV1	HV3	HV4	HV5	HV6	HV7	HV8	OMD1-d090	OMD1-d180	OMD1-d002	OMD1-d005	OMD4-d365	OMD4-d090	OMD4-d180	OMD4-BL	OMD4-d002	OMD4-d005	OMD5-d090	OMD5-d180	OMD5-BL	OMD5-d002	OMD5-d005	OMD6-d365	OMD6-d090	OMD6-d180	OMD6-BL	OMD6-d002	OMD6-d005	OMD7-d090	OMD7-d180	OMD7-BL	OMD7-d365	OMD7-d002	OMD8-d090	OMD8-d365	OMD8-d180	OMD8-BL	OMD8-d010	OMD8-d002	OMD9-d365	OMD9-d090	OMD9-d180	OMD9-BL	OMD9-d002	OMD9-d005	OMD1-BL	PV1	PV3	PV4	PV5	PV6	PV7	PV9
365	25194	35303	50246	59516	85096	64549	36503	94774	71940	91984	35802	16218	26650	51410	57709	103055	50165	20275	77007	107131	91732	67727	210705	99830	39690	66835	77634	2078	157181	28144	73513	117283	73499	114701	116760	65783	248839	134211	46225	65640	116421	98243	70129	47227	67742	42071	80019	181301	109886	65564	101416	21514	31465	36300	85029	89375	184505	55236	63141	165937	364183	141256	35986	51729	32698	104519	68655	80221	28150	21982	99420	27126	59343	17141	70454	50757	72000	137102	192044	64622	66832	180665	106205	45419	45564	19801	120315	52405	6783	194479	44331	89576	182830
366	24784	33801	49541	58817	83438	63871	35627	92670	70571	89748	34007	15259	25815	50401	56151	100551	48761	19717	75179	105516	89661	66451	207047	98027	38651	65315	76285	2030	155738	27456	72387	116109	72360	112659	115057	64217	251111	135231	45235	64094	114331	96635	67974	45195	65586	40187	78147	180223	106824	63761	98234	21095	30771	35506	83471	88034	184768	54473	61974	162695	367493	139211	35315	50895	31816	102163	67316	79158	27323	21183	97037	26476	58186	16821	69229	49433	70240	134233	192531	62638	65835	177102	103068	44605	44168	20056	117702	50649	6531	196223	43514	88158	178354
367	24434	33094	47981	57773	80709	62787	34647	90749	69178	89211	33010	14903	24954	49165	55044	98139	47438	19107	73045	104350	88751	65162	202798	96330	38147	64549	74492	1857	153340	27166	71918	114372	72033	110301	114192	62683	251446	135190	43716	62505	112452	95871	66309	43267	63973	39386	76496	177941	104361	61798	95994	20885	29902	34443	81410	85743	183854	53312	60760	161004	371016	137962	34807	50022	31165	101173	66721	77829	27004	21112	95793	25754	57293	16615	67496	47893	69621	130965	192802	61046	65676	173308	100969	43062	41927	18600	115710	49855	6200	197985	41921	85783	174164
368	23909	32276	47403	57120	79953	62048	34370	88258	68677	87907	32027	14793	24314	49045	54443	96544	46350	18809	71829	102106	87143	63440	199714	94942	37064	63078	73362	1893	152162	26849	70802	110811	70502	109389	112062	60132	250146	135995	42281	60354	109202	95050	65103	41259	61744	37569	73672	176281	101351	59939	94212	21008	29522	33669	80279	84887	184499	52749	59940	157333	371665	137608	34105	49161	30592	98613	65914	76810	26789	20696	94898	25653	55933	16419	64842	47404	67554	130868	191250	59581	64019	169926	99270	42624	40973	17830	112300	48725	6013	198997	41381	83482	169888
369	23503	31269	45988	55475	79151	60561	33819	85552	67118	86529	30569	13973	23120	47939	53329	95340	44885	18516	71266	100386	85834	62689	196442	92686	36803	61811	72513	1668	149622	26213	69881	109462	69886	106933	110668	59132	249154	135732	41779	59119	106650	93035	63695	39665	59733	35466	71467	173456	99260	58192	90764	20180	28455	32676	78635	82266	183425	51605	58193	155118	374913	136170	33382	48272	29564	96086	63967	75746	25986	19986	92793	25002	54442	16087	63585	45625	66118	127219	191720	57862	63608	165472	95863	41247	39817	16538	109228	47765	5727	200205	40010	81047	164371
370	22819	30304	44799	54111	76209	59579	33292	83501	65550	84838	29926	13615	22455	46916	52459	93873	44313	18041	69350	98454	84460	61106	192750	91411	36466	60553	71220	1675	147250	25340	69011	107185	69075	104500	108891	57175	249192	135542	40425	57385	104145	91231	61890	38104	57721	34438	69523	170173	97273	56445	88837	19980	27779	31777	76870	80803	183712	50752	56972	151202	374977	135788	32501	47027	28781	94010	63356	74570	25246	19695	91046	24186	52859	15744	61540	45367	64911	125081	189024	56304	61930	161511	93637	40494	38409	15847	105930	46273	5273	200954	39082	79338	159860
371	22678	29368	44127	53513	74667	57996	32387	81560	64329	84046	28234	12829	21453	46709	51259	90995	42800	17693	67802	96606	82753	59852	188383	88869	35036	59355	69845	1659	144379	24466	67259	104367	67272	102678	106592	55367	249325	134880	38987	55532	101559	88956	59089	35877	56320	32813	67128	167608	92927	54277	85272	19483	26955	30728	74628	78868	182446	50017	56228	149172	376409	134608	32074	45917	28105	91615	61540	73703	25067	19083	88523	23545	51775	15388	59746	44029	63129	122292	187015	54019	60789	157064	90829	39682	37049	15220	103076	45226	5264	201571	38055	77633	154173
372	21890	28413	42691	52249	72057	56866	31316	78982	62640	81393	26864	11983	20336	45773	49751	88934	41040	17145	65771	93469	81238	57540	182361	87020	34417	56645	68206	1771	140929	23729	65594	101672	65768	99682	104312	53220	245860	134022	37937	53412	98195	86844	57246	33809	54214	31135	65528	162761	90090	52075	82569	18938	26100	29429	72932	76834	180021	48245	54225	144665	374073	131986	30850	44858	27526	89438	60053	71861	23971	18418	86299	22804	51007	14952	57574	42093	60651	119140	184392	51952	59287	151823	87164	38872	35458	14770	99391	43607	4931	201847	37112	74850	149303
373	21023	27399	41542	50569	69524	54588	30172	76457	60451	79359	25563	11804	19593	43983	48743	85994	39740	16409	63798	91392	78800	55147	176469	84967	33311	55584	66503	1614	137475	23019	64090	99294	64192	96812	101351	51819	244618	133305	36418	51675	95537	84537	55017	32267	51867	29380	63059	159581	86821	50610	79559	18326	25456	28388	70644	73536	178563	47103	52459	140754	373351	129548	30798	43330	26413	86800	58116	69962	23755	17831	83839	22513	49335	14536	56005	40772	58515	116728	182643	49669	57033	146045	83392	37717	33897	13444	96176	42866	4832	202286	35370	72287	144902
374	20173	26502	39986	48639	67719	52919	29169	73210	59014	77380	23649	11044	18346	43122	46342	83335	38018	15536	62062	88900	76659	53412	170527	83157	32536	53836	64447	1494	133108	22190	62578	95850	62582	93372	98438	49444	242586	132097	35288	49307	93013	81879	53221	30272	50156	27459	60708	154230	83612	48675	76784	17879	24269	26815	68243	72057	176245	45728	50792	136330	370915	127116	29556	41499	24773	83732	56254	68635	22927	17309	81254	21130	47232	14274	53025	39305	56899	112270	179735	47666	55453	140565	80066	36163	32649	12710	92728	41513	4635	200870	33857	69973	140351
375	19550	25075	38819	47277	64894	50903	28270	70458	57697	74181	22429	10553	17328	41860	45047	80035	36582	15267	59654	85224	73988	51178	165061	79815	31033	51623	62322	1446	129328	21506	60568	92721	60731	90416	95977	47221	241726	130805	33522	47246	89015	80390	51361	28134	47869	25937	58676	149448	80275	46692	74126	17453	23544	26180	65865	68942	174561	44580	48924	132917	370076	125203	28663	40534	24092	80550	54802	66503	22274	16493	78770	20231	45723	13788	51252	38093	55056	108900	178960	45024	53951	135312	77401	34705	31752	12491	88933	39926	4321	200391	32890	66565	134567
376	18696	23813	37289	45674	63802	49171	27307	67443	55970	71498	21018	9903	16670	40424	43736	78120	35660	14861	57317	83336	72537	49202	159959	77558	30441	50368	60520	1321	126303	20737	58883	90425	59050	87628	93874	45701	239448	129819	32449	45632	86549	78497	49743	26357	45923	24527	56776	145392	76337	44789	71709	16817	23132	25285	63762	66770	173287	42751	47338	129508	366900	121680	27500	39094	23517	78170	52854	65287	21283	15978	77149	19738	44539	13631	48817	36523	52738	105947	175212	43582	52309	130304	73855	33542	29877	11378	86509	39085	3764	200397	32100	64132	130742
377	18234	22357	36436	44988	60733	47556	26402	64507	54276	70151	20003	9466	15821	39118	41972	75798	34218	14409	55632	81518	70701	47939	155042	76052	29665	48998	58681	1294	122673	20371	57835	87406	57788	84928	91255	43249	236877	128727	31415	43232	84530	76887	47833	25947	44551	23202	54678	141818	73533	43162	68600	16447	22187	24045	61770	64029	170769	42047	47007	125576	365182	119557	26676	38474	22936	75358	51345	63594	21019	15677	74707	19011	42828	13195	47160	35481	51382	104249	172943	42196	50971	126380	71580	32626	28414	11308	82537	37958	3806	198487	30699	61960	126112
378	17549	21780	34852	43034	58875	46437	25417	62938	52316	68559	19061	9106	15211	38072	40819	73272	33011	13947	53988	78704	68928	46236	150838	74182	29153	47980	57636	1398	118948	19896	56132	85234	56012	82785	88691	41678	235152	126756	29936	41710	81684	75117	46065	24511	42819	21990	52679	138531	71487	40919	65938	15912	21544	23621	60476	62279	169252	40950	45645	121806	364678	118340	25810	36865	22324	73304	49887	62747	20493	15180	72613	18357	41230	12862	45313	34612	49086	100947	170684	40351	49563	121496	68723	31304	27367	9879	80062	36779	3756	197692	29722	59833	122191
379	17355	20292	33770	42279	57047	44581	24733	60956	51033	66644	18392	8861	14207	36996	40002	70434	31446	13237	52688	77038	67893	44845	146424	72082	28352	46935	56168	1278	116509	19107	55089	82427	55004	80433	86705	39711	231149	126243	29368	39776	78588	73175	44474	22747	40938	21012	50639	136425	68094	39823	63355	15352	20518	22608	58513	61027	166739	39892	43434	118502	359982	115741	24966	35837	21344	71096	48856	60229	19774	14586	70739	17621	40219	12509	43424	33710	48068	98523	167780	38375	48032	117781	66664	30784	25915	9939	77200	36203	3516	196230	28619	58597	118201
380	16623	19971	32868	41081	55320	43471	24280	58572	50270	64914	16982	8266	14256	36225	38546	68583	30748	13029	51041	75073	65962	43169	141377	70098	27712	45038	54376	1262	113033	18711	53427	81316	53601	78322	84514	38834	227920	124830	27899	38777	75968	71298	43269	21576	39231	20005	48668	132477	65986	37927	60728	15244	20103	21529	56991	59271	164914	38565	42588	115534	357211	113674	24585	35047	20705	69476	46628	59379	19229	14068	68902	17297	39127	12127	42084	32696	46182	96218	164552	37110	46570	113972	64465	29040	24472	9185	74528	35017	3356	195783	27442	56491	116013
381	15685	19131	31742	39895	52925	42185	23306	56377	49060	63231	16086	7937	13515	35254	37299	66827	29839	12453	49437	72389	64178	41892	137488	67486	26818	43562	52613	1149	110331	17712	52122	77935	52174	75551	82920	37369	225161	122868	27358	37411	73743	68966	41244	20751	37598	18692	47070	128407	63117	36902	59027	14415	19382	20914	54754	57145	162169	37762	40981	112394	353556	110454	23572	33845	19966	67251	45149	58440	18720	13349	66660	16669	37616	12099	40571	31720	44562	92846	162109	35453	45560	109284	61534	28327	23260	8696	71138	34481	3113	192883	26681	54665	111450
382	15451	18518	30670	37968	51463	40864	22485	54669	47248	61269	15556	7522	12460	34151	36307	63945	28387	12047	47432	70188	62246	39853	133059	65425	25820	42075	51478	1158	106216	17001	50385	74722	50255	73319	80182	35583	219239	121738	26196	35585	71055	67100	39057	18791	36030	17375	44943	125576	60792	34702	55909	14168	18607	19995	53423	54990	159501	36142	39356	108697	348459	109091	23090	32955	19289	64926	43816	55947	18054	12866	64369	15833	36323	11611	38470	30568	42749	90096	158093	33860	44168	105119	59294	27425	22805	8211	68358	33880	3046	190743	25842	52669	106692
383	14705	17302	29471	36746	49375	38809	21510	51857	45564	59034	14267	7102	12072	32818	34935	61671	26891	11872	46036	66945	60392	38341	127661	63142	24694	40615	49354	1073	102347	16811	48578	72769	48685	70068	76736	34159	216106	119058	24946	34256	68371	64748	37537	18241	34495	16509	43482	120677	57960	33450	53633	13298	18110	18787	51678	53124	155404	34803	37994	104608	342391	106925	22388	31348	18123	62510	42401	54935	17372	12273	62186	15177	34991	11245	36522	28989	41542	86824	154593	32248	42375	100821	56849	25938	21017	7656	65128	32635	2840	187935	24775	50315	104317
384	14164	16457	27821	34982	46334	37211	21075	49750	43699	56496	13456	6626	11061	31866	33535	58704	25560	11175	43973	64527	58067	36932	121286	61265	23705	39331	47490	1024	97834	15698	46857	69665	46873	67104	73750	32457	211977	117127	23827	32348	65362	62493	35818	16648	32860	15860	40478	115816	54833	31857	51611	12923	16967	17690	49014	50918	153902	33421	36608	101280	338068	102787	21214	30199	17580	59634	40362	53295	16529	11802	59838	14521	33576	10992	34766	27774	39439	83237	150266	30312	40203	96113	53688	24725	20072	7391	62806	31931	2509	186125	23537	48468	100241
385	13403	15480	26777	33840	45211	35391	19858	46981	42700	54033	12762	6326	10404	30436	31918	56576	24279	10552	42233	62165	55658	34711	116076	58347	23205	37678	45634	1013	94245	15408	45069	66599	45139	64502	71556	30377	206777	114259	22362	30444	63001	60047	34107	15940	31655	14471	39467	110957	52148	30393	49190	12455	16266	17116	47291	48333	149511	31978	34900	97461	330369	100446	20139	28694	16669	57606	38636	51229	15932	11183	57651	13755	32066	10591	33485	26494	37754	80010	147476	28409	39172	91449	50945	23855	19448	6774	59469	31003	2418	184576	22547	46349	96087
386	12661	14938	25100	32696	42659	33862	19216	44740	40690	52353	11668	6092	9984	29308	30639	53775	23229	10045	39905	59401	53899	33014	109953	57089	22266	36154	43617	957	90638	14537	43372	64638	43468	61399	69008	29278	203499	112263	21663	29126	59610	57896	33045	14999	29875	13560	37473	106821	49435	28710	46657	12033	15637	16454	45209	46507	146041	31581	33838	93769	325671	97606	19633	27719	15970	54538	37241	49854	15214	10830	55258	13139	30669	10124	31731	25111	35778	77232	143574	26965	37302	86603	48319	22698	18046	6379	57170	30304	2108	180556	21157	44472	92313
387	11976	14095	24156	31201	40504	32010	18224	42778	39099	49907	10746	5572	9012	28052	29244	51304	21906	9766	38283	56588	52904	31911	105565	54532	21264	35001	41729	915	86660	14036	41930	60929	41793	59552	66597	27461	200235	110136	20361	27511	57424	56162	30978	13713	28967	12505	36114	102933	47052	27674	44584	11584	14895	15540	43451	44660	141731	29741	32373	90027	321307	93971	19113	26258	15457	52361	35664	47885	14877	10236	52703	12479	29279	9862	29723	24101	34462	74485	140247	25922	35678	83264	46391	21860	17534	5784	54405	29080	2132	178433	20492	42427	89210
388	11646	13174	23131	29917	38798	30307	17544	40836	38038	47789	10492	5311	8310	26972	28447	48750	21396	9397	37105	54467	50900	30462	101419	52161	20564	33263	40305	855	83865	13577	40595	59200	40607	57087	64188	26414	194980	108730	19300	26476	55124	54229	29820	13015	27713	11909	34650	98933	45166	26223	42174	11188	14471	14888	41723	42969	139054	28497	31309	86906	314202	90854	18149	25157	14784	50437	34722	46651	14311	10103	50836	11802	28426	9774	28227	23475	32802	70914	135770	24382	34042	79495	43967	20714	16473	5636	52214	28854	1980	175604	19530	40771	86178
389	11113	12918	22202	28790	37483	29703	17038	39395	36802	46463	9504	5269	8526	25648	26968	47176	20070	8743	35379	52741	48993	29149	96957	50466	19667	32225	39185	815	80850	13053	39359	57272	39424	55355	61605	25299	189456	105587	19150	25261	52816	52736	28679	12249	26071	11647	32675	95524	42444	24963	40888	10689	13506	13992	39981	40508	136334	27697	29623	83753	307649	89472	17523	24590	14096	49040	32988	45914	13857	9591	49317	11471	27071	9160	27503	22163	31674	68747	132454	23542	33080	75888	42224	19941	15409	5468	49884	27612	1912	171711	18794	39106	83519
390	10480	12106	21346	27411	36435	28691	16307	37451	35753	44794	8942	4866	8038	25101	25939	45051	19499	8626	34644	50665	48084	28320	92848	48608	19129	31393	37875	811	77885	12384	37893	55224	37894	53049	60142	23914	184201	103558	17827	23748	50572	50180	26971	11117	25350	10472	31298	92381	40305	23908	38975	10452	13349	13628	38469	39575	132700	26803	28747	80278	299727	87268	16908	23574	13376	46611	31737	44075	13359	9120	47388	11226	26361	9029	26131	21809	30342	66810	128646	22097	32399	72619	40725	18838	15082	4919	47306	26874	1684	167279	18014	37802	81031
391	10188	11792	20361	26643	34605	27217	15560	35651	34410	42864	8452	4610	7516	24160	25007	43528	18637	8204	33211	48118	46346	26663	89467	46983	18509	30047	36736	771	74775	11893	36473	53610	36480	51005	57908	22624	179594	101311	17069	22852	48371	48686	26058	10609	23971	9752	29951	89687	39126	22904	37159	9986	12836	12929	37312	37957	129092	25441	27560	78134	292529	85158	16193	22610	13208	45234	30196	42567	12880	8680	45395	10523	25261	8684	24666	20635	29102	64482	124799	21139	31193	70205	39346	18314	14095	4670	45554	26821	1786	164644	17438	36359	78353
392	9740	10716	19442	25695	33304	26002	15159	34088	33369	41015	8218	4227	6743	23348	24407	41570	17736	7693	31458	46997	44663	25828	85714	45430	17612	28965	35273	760	71748	11709	34999	50940	35151	48685	55624	21712	174415	98980	16437	21665	46181	47056	24627	10213	22934	9187	28727	86076	37419	21623	35301	9657	12369	12357	35455	35853	126564	24801	26373	74991	284433	82026	15399	22091	12459	43578	28990	41291	12212	8428	43739	10123	24165	8347	23700	20123	27805	61242	120947	20278	29830	67151	37353	17259	13066	4104	43253	25855	1506	160502	16108	34517	75716
393	9256	10445	18598	24419	31927	25078	14397	32421	31989	39908	7334	4148	6589	21934	22872	39944	16843	7585	30306	44651	43254	24144	81118	43578	17210	27630	33941	682	68971	11078	33845	49153	33845	47009	52888	20663	169392	96019	15731	20641	44320	45189	23666	9185	21796	8423	27468	82369	34443	20269	33542	9040	11643	11747	34885	34946	122599	23628	25160	71697	279708	79596	14965	21138	12091	41160	27646	39696	11779	7829	41839	9424	23197	8181	22386	19047	26330	58403	116527	19381	28532	63916	35656	16476	12754	4089	41045	25800	1527	158117	15563	33124	73787
394	8695	9869	17617	23508	30268	23846	13920	30788	30398	37623	7122	3848	6059	21015	21884	37954	16178	7188	28808	42589	41555	22802	77171	41543	16682	26471	32163	689	65752	10288	32315	46327	32325	44847	51337	19591	163017	93696	15008	19454	42109	43267	22479	8846	20605	7918	26091	78992	33429	18994	31525	8730	11356	10745	32681	32730	118484	22512	24121	68529	270063	76571	14413	19830	11236	39233	26050	38304	11279	7474	39857	9058	21767	7797	21118	18001	25257	56222	112309	18239	27202	60558	33466	15724	11989	3973	38679	24860	1394	152850	14690	31980	70473
395	8251	9124	16969	22652	28830	22464	12709	29056	29206	36387	6384	3710	6056	19953	20696	35611	14783	6879	27374	40076	39830	21850	72818	39802	15933	25164	30933	625	62515	10072	31041	44329	31078	42333	48825	18256	159457	90249	14051	18261	40280	41582	21496	8183	19284	7263	25032	75688	31100	18547	29843	8433	10686	10346	31482	31561	115487	21361	22953	65044	262378	74255	13578	18901	10793	37484	25093	36839	10900	7156	38142	8621	20654	7614	20114	17101	23830	53834	108642	17292	25605	57495	31659	14658	11357	3239	36704	24761	1254	149113	14141	30772	67974
396	7844	8384	15679	21206	27353	21320	12402	27329	27983	34243	5821	3332	5661	19112	19751	33690	14295	6403	25635	38819	38376	20331	68730	37934	14922	24354	29304	560	59732	9521	29725	42046	29680	40424	46246	17448	152126	88532	13009	17410	38258	40015	20324	7602	18963	6863	23712	72107	29574	17332	28263	7861	10112	9561	30039	30064	111194	20687	21767	62638	255363	71211	13160	18056	10312	35754	23789	34997	10391	6691	36027	8252	20141	7443	18787	16323	22764	51785	104076	16180	24618	54678	29869	13805	10322	3535	35115	24115	1219	145733	13082	29165	65783
397	7479	8005	15030	20227	25678	20122	11656	25900	26830	32926	5603	3103	5064	18216	19094	31703	13324	6081	24503	36321	36922	19164	66152	36344	14643	22715	27623	563	56431	9054	28223	40418	28179	38563	44205	16326	147305	85816	12818	16275	36670	38215	18959	7063	17867	6265	22683	68418	27611	16282	27071	7764	9464	9059	28384	28341	108155	19748	20589	59477	248251	68146	12405	17214	9915	33430	22732	33712	9661	6331	34733	7656	19117	7144	17901	15592	21413	48876	100519	15334	23699	52209	28749	13238	10064	3038	33332	23185	1087	141374	12660	27522	62413
398	7075	7429	14109	19503	24700	18881	11293	24644	25864	31122	4979	2954	5080	17321	17879	30429	12921	5913	23521	35222	35698	18163	62340	34848	14231	22196	26569	535	54358	8620	26921	38451	26870	36605	42363	15643	144421	82729	11869	15693	34514	36494	18488	6381	16822	5898	21526	65244	26066	15649	25782	7172	9064	8813	27066	27624	104451	18662	20017	56662	240155	67096	11613	16339	9300	32186	21770	32342	9475	6323	33334	7250	18161	6894	16707	14836	20583	46989	96831	14355	22397	49237	26967	12727	9216	2600	31671	22898	1063	137616	11915	26532	61193
399	6697	7063	13563	18064	23659	18239	10769	23495	24852	29886	4712	2987	4565	16522	17253	29163	12332	5656	22504	33527	34072	17525	59143	33103	13130	21198	25840	516	51855	8197	25801	36893	25850	34660	40302	14879	138981	80825	11229	14844	33352	35231	17286	6379	16212	5316	20234	62824	24900	14885	24322	6961	8907	8407	25893	26110	100499	17859	18813	54548	233597	63995	11190	15827	9063	30926	20664	31606	9067	6086	31700	6953	17265	6536	16151	14168	19450	44790	93912	13919	21258	47209	25932	12046	8722	2714	30043	22259	1076	133042	11379	25412	59207
400	6235	6589	12852	17675	22605	17530	10220	22279	24028	28770	4536	2639	4321	15777	16663	27566	11573	5304	21474	31851	32848	16799	56377	31243	12700	20243	24645	455	49200	7740	24939	35379	24967	33919	38752	14219	132614	78124	10705	14120	31735	33986	16609	5827	15378	5204	19303	60081	23316	14125	22853	6552	8432	7961	24860	24876	97074	17091	17876	51738	224278	62100	10815	14961	8601	29654	19646	30232	8738	5655	30658	6641	16631	6173	15131	13765	18823	43290	89508	13234	20520	45089	24608	11410	8380	2547	28434	21578	926	128949	10689	24425	57041
401	5994	6570	12024	16634	21569	16487	9832	21031	22803	27431	4285	2614	4148	15045	15753	26401	11171	5183	20689	30443	32044	15962	53999	30787	12266	19394	23939	470	47039	7575	23922	33800	23877	32198	37144	13547	127677	75497	10380	13557	30419	32631	15692	5395	14456	4752	18288	57299	21875	13371	21588	6293	7862	7381	23886	23885	93649	16434	17056	49606	216836	59725	10335	14357	8191	28122	18839	29107	8489	5432	28743	6448	15939	6033	14589	13004	17531	41194	86349	12564	19638	43023	23233	10983	7866	2316	27074	21109	880	124636	10253	23463	55610
402	5796	6004	11809	15844	20694	15887	9375	20177	22117	26304	3836	2374	4063	14512	14889	24778	10407	5002	19773	28600	30751	15253	51469	28647	11785	18987	22532	494	45458	7356	22973	31985	23060	30458	36102	13008	123022	73095	10000	13085	29012	31038	14761	4873	13936	4391	17674	55371	20974	12491	20301	6059	7733	7024	22748	22945	89879	15686	16518	48074	209642	57031	9962	13794	7949	27161	17688	28402	7973	5205	27784	6089	15131	5885	13766	12418	16943	39147	82741	12018	18654	41677	22480	10308	7468	2256	25682	20911	792	120416	9787	22651	54416
403	5606	5777	11198	15365	19637	15078	9014	18993	21398	24681	3653	2269	3482	13620	14518	23804	10028	4802	18702	27576	29477	14353	49189	27715	11451	17885	21807	427	42804	6772	21691	30945	21709	28759	34220	12076	118131	70954	9440	12154	27655	29769	14207	4967	13121	4029	16831	52708	19879	11615	19410	5738	7308	6897	21774	21871	86614	15042	15731	45746	202401	56424	9582	13296	7390	26149	17065	27537	7733	4884	26373	5881	14525	5522	13095	11792	16053	37412	79231	11503	18046	39017	21253	9768	6949	2094	24254	20858	761	116864	9424	22024	52725
404	5235	5353	10457	14778	18798	14266	8589	18459	20333	24210	3370	2171	3384	13204	13991	22880	9568	4401	17882	26165	28736	13665	46572	26380	10727	16955	20889	374	40949	6535	20871	29365	20912	27607	32487	11328	112582	67525	8857	11456	26060	28895	13650	4547	12486	3908	15891	50691	18557	11151	18628	5649	6981	6643	20643	21016	83121	14525	14981	43484	192817	53528	9272	12511	7263	24726	16030	26042	7405	4751	25286	5704	13825	5470	12387	11301	15385	35584	76290	10578	17296	37832	20136	9423	6347	1957	22893	20378	757	113096	8623	21019	51555
405	4904	5090	9999	13817	18166	13553	8220	17159	19908	22564	3106	2038	3100	12543	12965	21377	8973	4177	16661	24959	27191	12998	43892	25113	10539	16431	20003	389	39203	6147	19826	27725	19911	25950	31026	10874	108054	65553	8617	10804	25150	27451	12993	4199	11777	3540	15085	47750	17389	10610	17544	5370	6517	5821	19923	19866	80026	13311	14062	41286	186162	50759	8687	12052	6807	23492	15315	25152	7083	4446	24129	5273	13305	5122	11596	10722	14726	33935	72463	10236	16440	35870	19168	8694	6155	1752	21569	20232	677	108830	8197	20177	49617
406	4499	4685	9417	13393	17259	12857	7838	16304	18630	21490	2957	1935	3109	11837	12396	19879	8429	4064	16041	23745	25937	12076	41683	23955	9956	15572	18577	319	37149	5878	18880	26479	18817	24593	29341	10294	103747	63084	8183	10282	23816	25818	12162	4085	11164	3134	14294	44809	16358	9823	16387	5152	6223	5590	18827	18827	77290	12884	13399	39539	178683	49586	8417	11361	6519	22221	14611	23797	6948	4155	22789	5026	12501	4984	11186	10406	13767	32246	69656	9571	15561	33970	18461	8262	5672	1684	20765	20078	592	104385	7884	19410	48224
407	4356	4293	8862	12571	16267	12084	7363	15320	17865	20120	2607	1682	2831	11251	11804	18796	8009	3947	15133	22175	24918	11648	39050	22753	9647	14750	17900	355	35109	5549	18155	25160	18197	23699	28048	9915	99152	60713	7642	9859	22182	24680	11613	3667	10823	3167	13436	42902	15313	9303	15238	4922	6013	5458	17865	17772	73604	12222	12627	37778	171334	47318	7965	10798	6108	21271	13741	23019	6431	4130	21637	4543	12087	4846	10301	9697	12984	30683	65648	9162	14706	32518	17280	7720	5523	1449	19502	19402	511	101269	7514	18511	47050
408	4208	4046	8392	11752	15481	11534	7046	14574	17332	19559	2409	1645	2857	10793	11086	18139	7775	3626	14485	21118	24014	10806	36530	21693	9014	14423	17223	327	33286	5104	17151	23939	17131	22542	26970	9432	94358	58107	7409	9409	21229	24009	11057	3268	10118	2822	12838	41430	14575	8936	14496	4720	5546	5111	17132	16757	70515	11813	12146	35930	164538	46173	7484	10293	5948	20218	12792	21774	6131	4011	20694	4390	11316	4722	9969	9291	12493	29132	63042	8738	14281	30974	16295	7496	5105	1379	18253	18784	567	96543	7013	17758	45980
409	3858	4060	8000	11358	14702	10607	6669	13546	16814	18465	2239	1694	2657	10050	10673	16793	7366	3337	13522	20343	23040	10304	34908	20384	8740	13648	16643	311	32024	5168	16477	22808	16551	21017	25315	8721	90179	55834	6820	8705	20306	22782	10628	3180	9671	2677	12213	38864	13772	8387	13572	4490	5383	4894	16164	16342	67345	11142	11282	34738	158031	43538	7093	9933	5742	19478	12467	21409	6042	3632	19650	4161	10856	4378	9316	9174	11800	27939	60176	8572	13497	30023	15700	6884	4876	1329	17087	18170	524	93321	6679	17014	44478
410	3733	3841	7746	10779	14470	10352	6339	13150	15775	17537	2235	1486	2463	9703	10384	16065	6908	3311	13135	19308	22385	9849	33305	19349	8347	13305	15662	301	30595	4828	15749	21828	15736	19860	24207	8261	85901	53652	6723	8207	19395	21873	10073	2981	9051	2604	11954	37680	12980	7917	13271	4411	5090	4433	15594	15369	64289	10499	11007	32720	151220	42099	6826	9533	5414	18310	11728	20397	5681	3608	18924	4195	10537	4497	8825	8597	11371	26251	56749	8051	12901	28467	15108	6687	4439	1183	16240	18053	491	88873	6354	16288	43396
411	3506	3565	7254	10498	13363	9998	6111	12314	15456	16751	2042	1476	2181	9261	10094	15313	6553	3071	12283	18577	21766	9553	31781	18704	8108	12499	15490	278	29041	4630	14941	20913	14997	19079	23059	7876	82500	51334	6322	7823	18315	20635	9384	2736	8806	2245	11012	35835	12002	7566	12228	3977	4918	4262	14975	14776	61506	10048	10433	31062	143579	40798	6548	9090	4975	17490	11229	19357	5458	3274	17881	3774	10062	4120	8192	8514	10753	24861	54426	7671	12282	27915	14459	6167	4229	1085	15437	17869	427	86053	6068	15849	42912
